first_name,last_name,birthday,gender,state,bioguide_id,opensecrets_id,party,image,title,url,address,phone,contact_form,twitter,facebook,facebook_id
Blake,Farenthold,12/12/1961,M,TX,F000460,N00031672,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTExsV3g1UkJsa0E,rep,http://farenthold.house.gov,117 Cannon HOB; Washington DC 20515-4327,202-225-7742,http://farentholdforms.house.gov/contact/,Farenthold,BlakeFarenthold,186894244673001
Bill,Flores,2/25/1954,M,TX,F000461,N00031545,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NNjc5ZExtZW9qNGc,rep,http://flores.house.gov,1030 Longworth HOB; Washington DC 20515-4317,202-225-6105,http://flores.house.gov/contact/,RepBillFlores,RepBillFlores,146176682102245
Lois,Frankel,5/16/1948,F,FL,F000462,N00002893,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVDB5MWVzMGs0Uk0,rep,http://frankel.house.gov,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,http://frankel.house.gov/contact/email-me,RepLoisFrankel,RepLoisFrankel,138220153003017
Deb,Fischer,3/1/1951,F,NE,F000463,N00033443,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NaGlXMk9IeXZoa2M,sen,http://www.fischer.senate.gov,383 Russell Senate Office Building Washington DC 20510,202-224-6551,http://www.fischer.senate.gov/public/index.cfm/contact,SenatorFischer,senatordebfischer,531623656856934
Bob,Goodlatte,9/22/1952,M,VA,G000289,N00009154,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSm5Jb3BYVGppSmc,rep,http://goodlatte.house.gov,2309 Rayburn HOB; Washington DC 20515-4606,202-225-5431,http://goodlatte.house.gov/contacts/new,RepGoodlatte,BobGoodlatte,6459789414
Lindsey,Graham,7/9/1955,M,SC,G000359,N00009975,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdGhZSUpzWEhOMVk,sen,http://www.lgraham.senate.gov,290 Russell Senate Office Building Washington DC 20510,202-224-5972,http://lgraham.senate.gov/public/index.cfm?FuseAction=Contact.LandingPage,GrahamBlog,USSenatorLindseyGraham,257937783228
Kay,Granger,1/18/1943,F,TX,G000377,N00008799,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcDhHdl9EOHVnNk0,rep,http://kaygranger.house.gov,1026 Longworth HOB; Washington DC 20515-4312,202-225-5071,http://kaygranger.house.gov/?sectionid=46&amp;sectiontree=46,RepKayGranger,RepKayGranger,49640749719
Charles,Grassley,9/17/1933,M,IA,G000386,N00001758,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcXdXRWNsV3NITlU,sen,http://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,http://www.grassley.senate.gov/contact/contact.cfm,ChuckGrassley,grassley,106480645796
Gene,Green,10/17/1947,M,TX,G000410,N00005870,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5Nc0UtVmVWbmJfcWM,rep,http://green.house.gov,2470 Rayburn HOB; Washington DC 20515-4329,202-225-1688,http://green.house.gov/contact-me/email-me,RepGeneGreen,RepGeneGreen,128735131872
Luis,Gutiérrez,12/10/1953,M,IL,G000535,N00004874,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbXFyTDRQMEdMb0U,rep,http://gutierrez.house.gov,2408 Rayburn HOB; Washington DC 20515-1304,202-225-8203,http://www.house.gov/writerep,LuisGutierrez,RepGutierrez,91052833204
Sam,Graves,11/7/1963,M,MO,G000546,N00013323,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NT3VsOWh2cGVzZWc,rep,http://graves.house.gov,1415 Longworth HOB; Washington DC 20515-2506,202-225-7041,http://graves.house.gov/contact-sam/,no twitter,118514606128,118514606128
Scott,Garrett,7/9/1959,M,NJ,G000548,N00000743,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSWJIOTUwR2R1cG8,rep,http://garrett.house.gov,2232 Rayburn HOB; Washington DC 20515-3005,202-225-4465,http://garrett.house.gov/contact-me/email-me,RepGarrett,repscottgarrett,6756553401
Jim,Gerlach,2/25/1955,M,PA,G000549,N00025025,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5Nd05oMld4ekhKcW8,rep,http://gerlach.house.gov,2442 Rayburn HOB; Washington DC 20515-3806,202-225-4315,http://www.house.gov/writerep,JimGerlach,RepJimGerlach,123113211050305
Phil,Gingrey,7/10/1942,M,GA,G000550,N00024760,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdkZldXYza1dnVXc,rep,http://gingrey.house.gov,442 Cannon HOB; Washington DC 20515-1011,202-225-2931,http://www.house.gov/formgingrey/IMA/issue.htm,RepPhilGingrey,RepPhilGingrey,6934467868
Raúl,Grijalva,2/19/1948,M,AZ,G000551,N00025284,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NU09pUElCZXJNSEE,rep,http://grijalva.house.gov,1511 Longworth HOB; Washington DC 20515-0303,202-225-2435,"http://grijalva.house.gov/?sectionid=49&amp;sectiontree=2,49",RepraulGrijalva,Rep.Grijalva,73539896233
Louie,Gohmert,8/18/1953,M,TX,G000552,N00026148,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NLVRYYmw3U0laeUU,rep,http://gohmert.house.gov,2243 Rayburn HOB; Washington DC 20515-4301,202-225-3035,http://gohmert.house.gov/contact/,RepLouieGohmert,50375006903,50375006903
Al,Green,9/1/1947,M,TX,G000553,N00026686,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NUm1ZVnNrVkJaOEU,rep,http://algreen.house.gov,2201 Rayburn HOB; Washington DC 20515-4309,202-225-7508,http://www.house.gov/writerep,RepAlGreen,repalgreen,136237609724391
Kirsten,Gillibrand,12/9/1966,F,NY,G000555,N00027658,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTjlVYjVWd1lvMnM,sen,http://www.gillibrand.senate.gov,478 Russell Senate Office Building Washington DC 20510,202-224-4451,http://www.gillibrand.senate.gov/contact/,no twitter,no facebook,no facebook
Alan,Grayson,3/13/1958,M,FL,G000556,N00028418,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NeDR5cERNbnNtMGs,rep,http://grayson.house.gov,430 Cannon HOB; Washington DC 20515-0909,202-225-9889,https://grayson.house.gov/contact/email-me,no twitter,no facebook,no facebook
Brett,Guthrie,2/18/1964,M,KY,G000558,N00029675,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NNXFobUNTbXVSeWM,rep,http://guthrie.house.gov,308 Cannon HOB; Washington DC 20515-1702,202-225-3501,http://guthrie.house.gov/contact-brett/,RepGuthrie,no facebook,no facebook
John,Garamendi,1/24/1945,M,CA,G000559,N00030856,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NakZfMmxCY1Y2a2c,rep,http://garamendi.house.gov,2438 Rayburn HOB; Washington DC 20515-0503,202-225-1880,http://garamendi.house.gov/contact-me/email-me,RepGaramendi,repgaramendi,182567716746
Tom,Graves,2/3/1970,M,GA,G000560,N00030788,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcWVweDMyV0d4UjQ,rep,http://tomgraves.house.gov,432 Cannon HOB; Washington DC 20515-1014,202-225-5211,http://tomgraves.house.gov/contact/,RepTomGraves,reptomgraves,104548906262119
Cory,Gardner,8/22/1974,M,CO,G000562,N00030780,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NWE96SnBROGZ0QzA,rep,http://gardner.house.gov,213 Cannon HOB; Washington DC 20515-0604,202-225-4676,http://gardner.house.gov/contact-me,RepCoryGardner,CongressmanGardner,160924893954206
Bob,Gibbs,6/14/1954,M,OH,G000563,N00031128,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NRnQ5a2w3TkhYbjA,rep,http://gibbs.house.gov,329 Cannon HOB; Washington DC 20515-3507,202-225-6265,http://gibbs.house.gov/contact-me/email-me,RepBobGibbs,RepBobGibbs,191159267565100
Christopher,Gibson,5/13/1964,M,NY,G000564,N00031998,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZHhxUHNJTGYwdW8,rep,http://gibson.house.gov,1708 Longworth HOB; Washington DC 20515-3219,202-225-5614,http://gibson.house.gov/contact/,RepChrisGibson,RepChrisGibson,190238567659779
Paul,Gosar,11/22/1958,M,AZ,G000565,N00030771,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5Nc3N1dVhvQ1ZoU2s,rep,http://gosar.house.gov,504 Cannon HOB; Washington DC 20515-0304,202-225-2315,http://gosar.house.gov/contact-me/email-me,RepGosar,repgosar,104329699641957
Trey,Gowdy,8/22/1964,M,SC,G000566,N00030880,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdUY4c1VJRzY4Wkk,rep,http://gowdy.house.gov,1404 Longworth HOB; Washington DC 20515-4004,202-225-6030,http://gowdy.house.gov/contact/,TGowdySC,143059759084016,143059759084016
Tim,Griffin,8/21/1968,M,AR,G000567,N00031297,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5Nb096YXplMXR5Snc,rep,http://griffin.house.gov,1232 Longworth HOB; Washington DC 20515-0402,202-225-2506,http://griffin.house.gov/contact-me/email-me,RepTimGriffin,no facebook,no facebook
H.,Griffith,3/15/1958,M,VA,G000568,N00032029,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTEJvNEhyMUZheVk,rep,http://morgangriffith.house.gov,1108 Longworth HOB; Washington DC 20515-4609,202-225-3861,http://morgangriffith.house.gov/contact/ContactForm.htm,RepMGriffith,RepMorganGriffith,141893975868919
Michael,Grimm,2/7/1970,M,NY,G000569,N00031401,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVUlYYXRkT1V2X28,rep,http://grimm.house.gov,512 Cannon HOB; Washington DC 20515-3211,202-225-3371,http://grimm.house.gov/contact-me/email-me,RepMichaelGrimm,no facebook,no facebook
Tulsi,Gabbard,4/12/1981,F,HI,G000571,N00033281,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NRUdiX0t6a0xibW8,rep,http://gabbard.house.gov,502 Cannon HOB; Washington DC 20515-1102,202-225-4906,http://gabbard.house.gov/contact/email-me,TulsiPress,RepTulsiGabbard,392284484191405
Pete,Gallego,12/2/1961,M,TX,G000572,N00033541,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMDVkM2pCUnRkY1U,rep,http://gallego.house.gov,431 Cannon HOB; Washington DC 20515-4323,202-225-4511,http://gallego.house.gov/contact/email-me,RepPeteGallego,CongressmanPeteGallego,123858487781636
Joe,Garcia,10/19/1963,M,FL,G000573,N00029908,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NeVU1QXRvUkQ1ZVE,rep,http://garcia.house.gov,1440 Longworth HOB; Washington DC 20515-0926,202-225-2778,http://garciaforms.house.gov/email-me/,RepJoeGarcia,RepJoeGarcia,378800468888204
Ralph,Hall,5/3/1923,M,TX,H000067,N00005645,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NS0VGcFVOS2NPZU0,rep,http://ralphhall.house.gov,2405 Rayburn HOB; Washington DC 20515-4304,202-225-6673,http://ralphhall.house.gov/contact-us1/,RalphHallPress,6311458773,6311458773
Thomas,Harkin,11/19/1939,M,IA,H000206,N00004207,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NLXAtZV9STUlXTmM,sen,http://www.harkin.senate.gov,731 Hart Senate Office Building Washington DC 20510,202-224-3254,http://www.harkin.senate.gov/contact.cfm,SenatorHarkin,tomharkin,252422916567
Alcee,Hastings,9/5/1936,M,FL,H000324,N00002884,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbmZKTTE4ejNGaG8,rep,http://alceehastings.house.gov,2353 Rayburn HOB; Washington DC 20515-0920,202-225-1313,http://alceehastings.house.gov/contact/,no twitter,95696782238,95696782238
Doc,Hastings,2/7/1941,M,WA,H000329,N00009157,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMHJLRVNzRS1yMWs,rep,http://hastings.house.gov,1203 Longworth HOB; Washington DC 20515-4704,202-225-5816,http://hastings.house.gov/news/email/,DocHastings,RepDocHastings,7507129675
Orrin,Hatch,3/22/1934,M,UT,H000338,N00009869,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NY2pBNE1qeUt2THM,sen,http://www.hatch.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-5251,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,SenOrrinHatch,no facebook,no facebook
Rubén,Hinojosa,8/20/1940,M,TX,H000636,N00006008,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSFB5WndTUmx1dEU,rep,http://hinojosa.house.gov,2262 Rayburn HOB; Washington DC 20515-4315,202-225-2531,http://www.house.gov/writerep,USRepRHinojosa,CongressmanRubenHinojosa,402891225161
Steny,Hoyer,6/14/1939,M,MD,H000874,N00001821,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdHZmZWpGb2RFVnM,rep,http://hoyer.house.gov,1705 Longworth HOB; Washington DC 20515-2005,202-225-4131,https://forms.house.gov/hoyer/webforms/zip_auth.shtm,WhipHoyer,WhipHoyer,282861997886
Rush,Holt,10/15/1948,M,NJ,H001032,N00000860,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdUh4NmdOaV9RNUU,rep,http://holt.house.gov,1214 Longworth HOB; Washington DC 20515-3012,202-225-5801,https://forms.house.gov/holt/webforms/issue_subscribe.htm,no twitter,no facebook,no facebook
Michael,Honda,6/27/1941,M,CA,H001034,N00012611,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NWkxiTVhNczdiVjg,rep,http://honda.house.gov,1713 Longworth HOB; Washington DC 20515-0517,202-225-2631,http://honda.house.gov/contactmike.shtml,RepMikeHonda,RepMikeHonda,15675385380
Jeb,Hensarling,5/29/1957,M,TX,H001036,N00024922,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMG5IQ2FkM3ZFSTA,rep,http://hensarling.house.gov,2228 Rayburn HOB; Washington DC 20515-4305,202-225-3484,https://hensarling.house.gov/contact/email-me.shtml,RepHensarling,RepHensarling,7875604788
Brian,Higgins,10/6/1959,M,NY,H001038,N00027060,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZndFV19JenZ1QUk,rep,http://higgins.house.gov,2459 Rayburn HOB; Washington DC 20515-3226,202-225-3306,http://higgins.house.gov/contact,RepBrianHiggins,RepBrianHiggins,88144056440
Dean,Heller,5/10/1960,M,NV,H001041,N00027522,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NUnRXSHNLUzFLU2M,sen,http://www.heller.senate.gov,324 Hart Senate Office Building Washington DC 20510,202-224-6244,http://www.heller.senate.gov/public/index.cfm/contact-form,SenDeanHeller,SenDeanHeller,325751330177
Mazie,Hirono,11/3/1947,F,HI,H001042,N00028139,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZ2lfM2xxMnYzY28,sen,http://www.hirono.senate.gov,330 Hart Senate Office Building Washington DC 20510,202-224-6361,http://www.hirono.senate.gov/contact,MazieHirono,no facebook,no facebook
Gregg,Harper,6/1/1956,M,MS,H001045,N00029632,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdTJUelBqWElPWVE,rep,http://harper.house.gov,307 Cannon HOB; Washington DC 20515-2403,202-225-5031,http://harper.house.gov/contact-gregg,GreggHarper,GreggHarper,48248435938
Martin,Heinrich,10/17/1971,M,NM,H001046,N00029835,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NX0JlanNORENQODg,sen,http://www.heinrich.senate.gov,702 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,MartinHeinrich,MartinHeinrich,137523189213
James,Himes,7/5/1966,M,CT,H001047,N00029070,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NYndGT1A4X1o4Qnc,rep,http://himes.house.gov,119 Cannon HOB; Washington DC 20515-0704,202-225-5541,http://himes.house.gov/contact-me/email-me,JAHimes,CongressmanJimHimes,85767418619
Duncan,Hunter,12/7/1976,M,CA,H001048,N00029258,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NOHZ3anlpZDdISmc,rep,http://hunter.house.gov,223 Cannon HOB; Washington DC 20515-0550,202-225-5672,http://hunter.house.gov/contact-me/email-me,Rep_Hunter,DuncanHunter,79072979038
Kay,Hagan,5/26/1953,F,NC,H001049,N00029617,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NQ0p1LV9HUEhEM2c,sen,http://www.hagan.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6342,http://www.hagan.senate.gov/?p=contact,SenatorHagan,SenatorHagan,7871449189
Colleen,Hanabusa,5/4/1951,F,HI,H001050,N00025881,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5Ndnpnc0Z1X1ZWVmc,rep,http://hanabusa.house.gov,238 Cannon HOB; Washington DC 20515-1101,202-225-2726,http://hanabusa.house.gov/contact-me/email-me,RepHanabusa,169979129710178,169979129710178
Richard,Hanna,1/25/1951,M,NY,H001051,N00030197,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdlAwS0tNU1c3dm8,rep,http://hanna.house.gov,319 Cannon HOB; Washington DC 20515-3222,202-225-3665,https://forms.house.gov/hanna/webforms/zipauthen_contact.shtml,RepRichardHanna,reprichardhanna,172284859480630
Andy,Harris,1/25/1957,M,MD,H001052,N00029147,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NN3J1Q0FMc0J5ekE,rep,http://harris.house.gov,1533 Longworth HOB; Washington DC 20515-2001,202-225-5311,http://harris.house.gov/contact-me/email-me,RepAndyHarrisMD,AndyHarrisMD,508912729153334
Vicky,Hartzler,10/13/1960,F,MO,H001053,N00031005,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcGprbF9pWUV1NW8,rep,http://hartzler.house.gov,1023 Longworth HOB; Washington DC 20515-2504,202-225-2876,http://hartzler.house.gov/contact-me/email-me,RepHartzler,Congresswoman.Hartzler,183580061667324
Joseph,Heck,10/30/1961,M,NV,H001055,N00031244,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSjEzd256Ul9BSW8,rep,http://heck.house.gov,132 Cannon HOB; Washington DC 20515-2803,202-225-3252,http://heck.house.gov/contact-me/email-me,RepJoeHeck,RepJoeHeck,155211751194624
Jaime,Herrera Beutler,11/3/1978,F,WA,H001056,N00031559,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NS1R3S3Y1bDFTa28,rep,http://herrerabeutler.house.gov,1130 Longworth HOB; Washington DC 20515-4703,202-225-3536,http://herrerabeutler.house.gov/contact/,HerreraBeutler,herrerabeutler,177551525610164
Tim,Huelskamp,11/11/1968,M,KS,H001057,N00027649,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NRDZHVnhTY0UxMDQ,rep,http://huelskamp.house.gov,129 Cannon HOB; Washington DC 20515-1601,202-225-2715,https://forms.house.gov/huelskamp/webforms/zipauthen_contact.shtml,CongHuelskamp,congressmanhuelskamp,no facebook
Bill,Huizenga,1/31/1969,M,MI,H001058,N00030673,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NRzdFcGlNVzN4c1k,rep,http://huizenga.house.gov,1217 Longworth HOB; Washington DC 20515-2202,202-225-4401,http://huizenga.house.gov/contact/,RepHuizenga,RepHuizenga,145764842143763
Randy,Hultgren,3/1/1966,M,IL,H001059,N00031104,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMGE3WXlXaHpRcTA,rep,http://hultgren.house.gov,332 Cannon HOB; Washington DC 20515-1314,202-225-2976,http://hultgren.house.gov/email-me/,RepHultgren,RepHultgren,186221644739359
Robert,Hurt,6/16/1969,M,VA,H001060,N00031265,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcDJ4NndhZXowUVU,rep,http://hurt.house.gov,125 Cannon HOB; Washington DC 20515-4605,202-225-4711,http://hurt.house.gov/index.cfm/email-me,RepRobertHurt,RepRobertHurt,120068161395562
John,Hoeven,3/13/1957,M,ND,H001061,N00031688,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdW40VGktcllINTg,sen,http://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,SenJohnHoeven,SenatorJohnHoeven,194483057244478
Janice,Hahn,3/30/1952,F,CA,H001063,N00006806,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVjhpaDNvdGR2YVk,rep,http://hahn.house.gov,404 Cannon HOB; Washington DC 20515-0544,202-225-8220,https://hahn.house.gov/contact-me/email-me,Rep_JaniceHahn,RepJaniceHahn,256471267712118
Denny,Heck,7/29/1952,M,WA,H001064,N00031557,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbF8wQTF3TU8ydzA,rep,http://dennyheck.house.gov,425 Cannon HOB; Washington DC 20515-4710,202-225-9740,http://dennyheck.house.gov/contact/email-me,RepDennyHeck,CongressmanDennyHeck,547907568553615
George,Holding,4/17/1968,M,NC,H001065,N00033399,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NU0g0OHZaRkQ3RkE,rep,http://holding.house.gov,507 Cannon HOB; Washington DC 20515-3313,202-225-3032,http://holding.house.gov/contact/email-me,RepHolding,CongressmanGeorgeHolding,384164668340890
Steven,Horsford,4/29/1973,M,NV,H001066,N00033638,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMXc5eXE4aGoyX2M,rep,http://horsford.house.gov,1330 Longworth HOB; Washington DC 20515-2804,202-225-9894,http://horsford.house.gov/contact/email-me,RepHorsford,RepHorsford,321461017954658
Richard,Hudson,11/4/1971,M,NC,H001067,N00033630,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdkJ4NmFkX2taUGs,rep,http://hudson.house.gov,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,http://hudson.house.gov/email-me/,RepRichHudson,RepRichHudson,212153802255530
Jared,Huffman,2/18/1964,M,CA,H001068,N00033030,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMHVyQ0tkNUEyWDA,rep,http://huffman.house.gov,1630 Longworth HOB; Washington DC 20515-0502,202-225-5161,http://huffman.house.gov/contact/email-me,RepHuffman,RepHuffman,200227780116038
Heidi,Heitkamp,10/30/1955,F,ND,H001069,N00033782,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NeExTald2dHNjcE0,sen,http://www.heitkamp.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-2043,http://www.heitkamp.senate.gov/public/index.cfm/contact,SenatorHeitkamp,SenatorHeidiHeitkamp,501810613175643
James,Inhofe,11/17/1934,M,OK,I000024,N00005582,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdTRHSVA4T3ZSVmc,sen,http://www.inhofe.senate.gov,205 Russell Senate Office Building Washington DC 20510,202-224-4721,http://www.inhofe.senate.gov/public/index.cfm?FuseAction=Contact.ContactForm,InhofePress,jiminhofe,55018309421
John,Isakson,12/28/1944,M,GA,I000055,N00002593,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NYjJpUVg3bmFRbW8,sen,http://www.isakson.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,http://www.isakson.senate.gov/public/index.cfm/email-me,SenatorIsakson,no facebook,no facebook
Darrell,Issa,11/1/1953,M,CA,I000056,N00007017,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NV0lnUUk0MzUxREE,rep,http://issa.house.gov,2347 Rayburn HOB; Washington DC 20515-0549,202-225-3906,http://issa.house.gov/contact/contact-me,DarrellIssa,darrellissa,19463427992
Steve,Israel,5/30/1958,M,NY,I000057,N00013345,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTzdWQW04TFVJUVk,rep,http://israel.house.gov,2457 Rayburn HOB; Washington DC 20515-3203,202-225-3335,https://forms.house.gov/israel/webforms/webforms/zip_auth.shtm,RepSteveIsrael,RepSteveIsrael,no facebook
Sheila,Jackson Lee,1/12/1950,F,TX,J000032,N00005818,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbVVfUW5MdlIxRUk,rep,http://jacksonlee.house.gov,2160 Rayburn HOB; Washington DC 20515-4318,202-225-3816,http://jacksonlee.house.gov/contact/,JacksonLeeTX18,169479190984,169479190984
Eddie,Johnson,12/3/1935,F,TX,J000126,N00008122,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NakN6QjhsRUltbk0,rep,http://ebjohnson.house.gov,2468 Rayburn HOB; Washington DC 20515-4330,202-225-8885,http://ebjohnson.house.gov/contact-us/,RepEBJ,CongresswomanEBJtx30,84096022067
Sam,Johnson,10/11/1930,M,TX,J000174,N00008028,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NeC1OZzR6bzhEMms,rep,http://samjohnson.house.gov,1211 Longworth HOB; Washington DC 20515-4303,202-225-4201,http://www.house.gov/formsamjohnson/IMA/issue.htm,SamsPressShop,RepSamJohnson,52454091867
Tim,Johnson,12/28/1946,M,SD,J000177,N00010084,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSjZmUjRyWm51a0U,sen,http://www.johnson.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-5842,http://www.johnson.senate.gov/public/index.cfm?p=Contact,SenJohnsonSD,Senator-Tim-Johnson,181659658522485
Walter,Jones,2/10/1943,M,NC,J000255,N00002299,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NLWF3c2t3eUZORVk,rep,http://jones.house.gov,2333 Rayburn HOB; Washington DC 20515-3303,202-225-3415,http://jones.house.gov/contact-me/email-me,RepWalterJones,15083070102,15083070102
Henry,Johnson,10/2/1954,M,GA,J000288,N00027848,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMWt1NzJTSmVaa3M,rep,http://hankjohnson.house.gov,2240 Rayburn HOB; Washington DC 20515-1004,202-225-1605,http://hankjohnson.house.gov/contact-me/email-me,RepHankJohnson,115356957005,115356957005
Jim,Jordan,2/17/1964,M,OH,J000289,N00027894,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NS0s2QVpRaXhuQTQ,rep,http://jordan.house.gov,1524 Longworth HOB; Washington DC 20515-3504,202-225-2676,http://jordan.house.gov/Contact,Jim_Jordan,repjimjordan,35499336459
Lynn,Jenkins,6/10/1963,F,KS,J000290,N00029077,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NS0ZuaDhneHNqcU0,rep,http://lynnjenkins.house.gov,1027 Longworth HOB; Washington DC 20515-1602,202-225-6601,http://lynnjenkins.house.gov/contact-me/,RepLynnJenkins,replynnjenkins,6974973662
Mike,Johanns,6/18/1950,M,NE,J000291,N00029444,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NaXo2UjZ5VW9Zazg,sen,http://www.johanns.senate.gov,404 Russell Senate Office Building Washington DC 20510,202-224-4224,http://www.johanns.senate.gov/public/?p=ContactSenatorJohanns,Mike_Johanns,MikeJohanns,399357233834
Bill,Johnson,11/10/1954,M,OH,J000292,N00032088,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbGJaRUxNcl9CR0E,rep,http://billjohnson.house.gov,1710 Longworth HOB; Washington DC 20515-3506,202-225-5705,http://billjohnson.house.gov/contact/,RepBillJohnson,RepBillJohnson,170477096312258
